HOSPITAL NAME,CITY,AREA,ADDRESS,DOCTORS,CONTACT
Human Care Physiotherapy And Rehab Center,Faisalabad,Akbarabad,"Human Care Physiotherapy And Rehab Center, Doctors Diagnostic Centre,Masjid Ismail Road, Akbarabad, Faisalabad",-,3410848119
Rabia Khalid Hospital,Faisalabad,Al Masoom Town,"Rabia Khalid Hospital, House# 96 ,Street #3, Al Masoom Town, Faisalabad",-,3218335161
Khursheed Hussain Clinic,Faisalabad,Ali Housing Society,"Khursheed Hussain Clinic, Ali Housing Society Jhang Road, Ali Housing Society, Faisalabad",1,3111222398
Babar Allied Clinic,Faisalabad,Allama Iqbal Colony,"Babar Allied Clinic, Near Imam Ground Block D Allama Iqbal Colony Bargah, Allama Iqbal Colony, Faisalabad",1,3336558525
Babar Allied Clinic (New),Faisalabad,Allama Iqbal Colony,"Babar Allied Clinic (New), 604 L-Block Near Imam Bargah, Allama Iqbal Colony, Faisalabad",1,3144248080
Healthzone Medicare Hospital,Faisalabad,Amin Town,"Healthzone Medicare Hospital, Main Society Road,Amin Town, Amin Town, Faisalabad",1,3111222398
Dr. Waris Clinic,Faisalabad,Aminabad,"Dr. Waris Clinic, Novelty Pull, Aminabad, Faisalabad",-,3064891046
Anmol Hospital,Faisalabad,Ayub Colony,"Anmol Hospital, P 591 Street Number 4, Ayub Colony, Faisalabad",2,041 2656412
Mahfooz Clinic & Kidney Care Center,Faisalabad,Babar Chock,"Mahfooz Clinic & Kidney Care Center, Address:452/A Peoples Colony 2, Babar Chock, Faisalabad",-,3206565755
Dr Abdul Shakoor Clinic,Faisalabad,Band Road,"Dr Abdul Shakoor Clinic, 64 C Gulfishan Colony, Band Road, Faisalabad",1,3340177175
Hajra Kareem Hospital,Faisalabad,Batala Colony,"Hajra Kareem Hospital, 186-B, Main Blvd, Batala Colony, Faisalabad",2,418500586
Dr Teeth Dental Clinic,Faisalabad,Batala Colony,"Dr Teeth Dental Clinic, Batala Colony, Batala Colony, Faisalabad",1,3216739504
Aqsa Hospital,Faisalabad,Batala Colony,"Aqsa Hospital, Batala Colony, Batala Colony, Faisalabad",-,3086922600
Abdullah Trust Hospital,Faisalabad,Bhakkar Mandi Road Liaquatabad No2,"Abdullah Trust Hospital, Street # 6, Near Ubl Bank, Bhakkar Mandi Road, Liaquatabad No.2, Faisalabad",5,3202659672
Bushra Medicare Hospital,Faisalabad,Bilal Street Main 204 Chak Road,"Bushra Medicare Hospital, Khayabban Clonoy No.2,, Bilal Street Main 204, Chak Road,, Faisalabad",2,4238375255
Saleem Shad Clinic,Faisalabad,Canal Garden,"Saleem Shad Clinic, House # 43, Street # 1, West Canal Road, Canal Garden, Faisalabad",1,3457979484
Ibrahim Specialist Clinic,Faisalabad,Canal Rd,"Ibrahim Specialist Clinic, West Canal Road , Kashmir Pul Underpss Near Ideal Bakers, Canal Rd, Faisalabad",2,3111222398
Recovery Healthcare Clinic,Faisalabad,Canal Rd,"Recovery Healthcare Clinic, Hassan Commercial Market, Canal Rd, Near City Cash And Carry, Canal Rd, Faisalabad",1,3045305336
Cmdc Hospital,Faisalabad,Canal Rd,"Cmdc Hospital, W Canal Rd, Near Kia Motors, Farooqabad Mansoorabad, Faisalabad, Canal Rd, Faisalabad",1,3001176644
Dr Abdul Shakoor Clinic Canal Road,Faisalabad,Canal Road,"Dr Abdul Shakoor Clinic Canal Road, Makkah Commercial Market Opposite Eden Garden, Canal Road, Faisalabad",1,3316606050
Islamabad Diagnostic Centre (Canal Road),Faisalabad,Canal Road,"Islamabad Diagnostic Centre (Canal Road), Green Mall Plaza, Saeed Colony-1, Gate-2, Canal Road, Faisalabad",1,3217699043
Pro Health Rehab And Medical Center,Faisalabad,Canal Road,"Pro Health Rehab And Medical Center, Kashmi Bridge, Canal Road, Faisalabad",2,3066706867
Doctor S Care Clinic.,Faisalabad,Canal Road,"Doctor S Care Clinic., Gut Wala Pull, Civic Center, Canal Road, Faisalabad",-,3416622620
Jinnah Clinic,Faisalabad,Canal Road,"Jinnah Clinic, Lower Canal Rd E, Block A Near Faisal Hospital, Canal Road, Faisalabad",-,418715527
Little Voices Rehabilitation Center,Faisalabad,Canal Road,"Little Voices Rehabilitation Center, House No. P 255, Street No. 10, Canal Garden,, Canal Road, Faisalabad",2,415476782
The Physio Clinic By Dr Rafia Saghi,Faisalabad,Canal Road,"The Physio Clinic By Dr Rafia Saghi, 77/E Block Model City 1 Fsd Canal Road, Canal Road, Faisalabad",1,3003046869
Sakeena Bashir Memorial Hospital,Faisalabad,Chak 5 Jb Kamalpur Sargodha Road Faisalabad,"Sakeena Bashir Memorial Hospital, Sargodha Road, Faisalabad, Chak # 5 J.B, Kamalpur, Sargodha Road Faisalabad, Faisalabad",2,3213415555
Super Medical Complex Hospital,Faisalabad,Chak Jhumra,"Super Medical Complex Hospital, Mochi Bazar Chamra Mandi, Chak Jhumra, Faisalabad",-,3040634437
Zahra Medics Hospital,Faisalabad,Chak Jhumra,"Zahra Medics Hospital, New Post Office Road, Near Nadra Office, Ghulam Rasool Colony, Jhumra Road, Jaranwala, Chak Jhumra, Faisalabad",2,418763549
Mind Healers Hospital,Faisalabad,Chandni Chowk,"Mind Healers Hospital, 374/C Chandani Chowk Gulam Abad, Chandni Chowk, Faisalabad",1,3098951873
Almeiraj Medicare Clinic,Faisalabad,Churmajra Mor,"Almeiraj Medicare Clinic, Ghulam Mohammadabad, Churmajra Mor, Faisalabad",1,3118652823
Faisalabad Medical University Hospital,Faisalabad,Crestex,"Faisalabad Medical University Hospital, Sargodha Road, Crestex, Faisalabad",-,419210080
Alnoor Medical Complex Hospital,Faisalabad,Dhobi Ghat,"Alnoor Medical Complex Hospital, Dhobi Ghat, Dhobi Ghat, Faisalabad",1,041-5388779
Skin Hair & Allergy Clinic,Faisalabad,Dijkot,"Skin Hair & Allergy Clinic, Dijkot Road, Mominabad Chok Block C, Dijkot, Faisalabad",-,412635302
Zeenat Hospital,Faisalabad,Dtype Colony,"Zeenat Hospital, Foji Chowk, Dtype Colony, Dtype Colony, Faisalabad",1,3207953240
The Canal H Hospital,Faisalabad,East Canal Road,"The Canal H Hospital, 3-W-D, East Canal Road, Near Treats Bakers, Faisalabad., East Canal Road, Faisalabad",3,3217805253
Abwa Executive Clinics,Faisalabad,East Canal Road,"Abwa Executive Clinics, Near Kashmir Underpass East Canal Road, East Canal Road, Faisalabad",1,3111222398
Faisal Hospital (Faisalabad ),Faisalabad,East Canal Road,"Faisal Hospital (Faisalabad ), New Building 544-A Peoples Colony No. 1 East Canal Road, East Canal Road, Faisalabad",1,3086889966
Pakistan Spine Care Centre,Faisalabad,East Canal Road,"Pakistan Spine Care Centre, Doctors Street, Al-Hamra Garden, East Canal Road Near Rainbow Bridge, East Canal Road, Faisalabad",-,3336694443
Health360 Hospital,Faisalabad,East W Canal Rd,"Health360 Hospital, Ground Floor Green Mall, East W Canal Rd, Faisalabad",-,042-32591427
Dr. Teeth Dental Care Hospital,Faisalabad,Eden Garden Road,"Dr. Teeth Dental Care Hospital, 3Rd Lane Makkah Commercial Market 208 Chak Road, Eden Garden Road, Faisalabad",1,0333 4271398
Aziz Fatimah Medical And Dental College Hospital,Faisalabad,Faisal Town,"Aziz Fatimah Medical And Dental College Hospital, W Canal Rd,, Faisal Town, Faisalabad",1,041 8752931-5
The University Of Faisalabad Hospital,Faisalabad,Faisal Town,"The University Of Faisalabad Hospital, West Canal Road, Faisal Town, Faisalabad",-,(041) 87509715
Dr Professor Tariq Rashid Hospital,Faisalabad,Faisalabad,"Dr Professor Tariq Rashid Hospital, 63 Main Road, Jinnah Colony, Faisalabad, Faisalabad",1,3007908714
Madina Maternity Hospital,Faisalabad,Faisalabad,"Madina Maternity Hospital, 588 B Peoples Colony 1 Near Al Fatah Sports Complex, Faisalabad, Faisalabad",2,3009663636
The National Hospital (Faisalabad),Faisalabad,Faisalabad,"The National Hospital (Faisalabad), Gulberg Rd, Jinnah Colony, Faisalabad, Punjab, Faisalabad, Faisalabad",1,(041) 2611499
Ghulam Fatima Medicare Hospital,Faisalabad,Faisalabad,"Ghulam Fatima Medicare Hospital, D-Type Colony Rd, Doctor Chowk, In Front Of Afzal Electronics, Faisalabad, Faisalabad",3,3344555147
Al Hanif Physiotherapy & Hijama Centre,Faisalabad,Faisalabad,"Al Hanif Physiotherapy & Hijama Centre, Bazar No 1, P-772 Chibban Road, Chowk, Shareef Pura Awan, Faisalabad, Faisalabad",1,3167418394
Anwar Nazeer Medicare Hospital,Faisalabad,Faisalabad,"Anwar Nazeer Medicare Hospital, 95Wc+9Rj, Faisalabad, Faisalabad, Faisalabad",1,3336605025
Hdc: Hasans Dental Clinic,Faisalabad,Faisalabad,"Hdc: Hasans Dental Clinic, Masjid Ismail Rd, Near Qaim Sain Road, Faisalabad, Faisalabad",-,3242468822
Infinite Mind Blooming Clinic,Faisalabad,Faisalabad,"Infinite Mind Blooming Clinic, Gulberg C Afghanabad Road, Faisalabad, Faisalabad",2,3356368600
Raheem Medical Hall Hospital,Faisalabad,Faisalabad,"Raheem Medical Hall Hospital, C4F2+8Px, Street 2, Tariqabad, Faisalabad, Faisalabad",1,3006650255
Bashir Clinic,Faisalabad,Faisalabad,"Bashir Clinic, Dr Muhammad Rizwan P-72-D Liaqat Town, Faisalabad, Faisalabad",-,3336512216
Smiles By Dr. Aliza Hospital,Faisalabad,Faisalabad,"Smiles By Dr. Aliza Hospital, Street# 1, Sargodha Rd, Block F, Rehmanpura Colony, Faisalabad, Faisalabad",1,3307610555
The Physiofix Hospital,Faisalabad,Faisalabad,"The Physiofix Hospital, Imtiaz Shaheed Road Jattan Wala Chowk Near Prime Care Hospital, Faisalabad, Faisalabad",1,3342220134
Anfal Medical Center,Faisalabad,Faisalabad,"Anfal Medical Center, 65-X-Imtiaz Shaheed Road, Jattanwala Chowk Madina, Faisalabad, Faisalabad",1,3218868844
Ayesha General Hospital,Faisalabad,Faisalabad,"Ayesha General Hospital, 945W+R24, Faisalabad, Faisalabad, Faisalabad",1,3411166244
C-Pat Special Education Services Hospital,Faisalabad,Faisalabad,"C-Pat Special Education Services Hospital, Imtiaz Shaheed Rd, Near Prime Care Hospital, Block X Madina Town, Faisalabad, Faisalabad",1,3011605000
Din Heart Care Center,Faisalabad,Faisalabad,"Din Heart Care Center, Fawara Chowk Near Pahari Ground, Infront Of Sakhi Medical Store, Peoples Colony No 2, Faisalabad, Faisalabad",1,3024467806
Dr. Sara Clinic,Faisalabad,Faisalabad,"Dr. Sara Clinic, 84 B Iqbal Chowk Sadar Bazar Near The Smart School, Faisalabad, Faisalabad",1,3004453721
Home Visits (Faisalabad) Hospital,Faisalabad,Faisalabad,"Home Visits (Faisalabad) Hospital, Faisalabad, Faisalabad, Faisalabad",1,042-32591432
Imtiaz Healthful Medical Centre,Faisalabad,Faisalabad,"Imtiaz Healthful Medical Centre, Shani Road, Faisalabad, Faisalabad",1,3006693835
Saleema Maternity And Medical Centre,Faisalabad,Faisalabad,"Saleema Maternity And Medical Centre, House No 98 Street No 5 Al Noor Garden, Faisalabad, Faisalabad",1,415224602
The Beautiful Mind Hospital,Faisalabad,Faisalabad,"The Beautiful Mind Hospital, House Number 13-15, Usman Colony ,Opposite Crescent Textile Mill, Faisalabad, Faisalabad",-,042-32591432
Professors Hospital,Faisalabad,Faislabad Rd,"Professors Hospital, Professors Hospital , 719, Satayana Rd, Opposite Mcdonald, Batala Colony, Faislabad Rd, Faisalabad",9,3026900673
Specialist Doctors Center Raja Chowk,Faisalabad,G M Abad Faisalabad,"Specialist Doctors Center Raja Chowk, G. M. Abad Faisalabad, G. M. Abad Faisalabad, Faisalabad",-,3009654484
Children Hospital & Institute Of Child Health Faisalabad,Faisalabad,Gc University New Campus,"Children Hospital & Institute Of Child Health Faisalabad, Jhang Road, Gc University, New Campus, Faisalabad",-,041 9203065
Ammar Shafique Physiotherapy And Spine Care Center,Faisalabad,Ghosia Chowk,"Ammar Shafique Physiotherapy And Spine Care Center, Peoples Colony No 2, Ghosia Chowk, Faisalabad",1,3000388801
Mumtaz Alkhidmat Centre,Faisalabad,Ghulam Muhammad Abad,"Mumtaz Alkhidmat Centre, Iqbal Chowk Saddar Bazaar, Ghulam Muhammad Abad, Faisalabad",-,3004453721
Govt. General Hospital,Faisalabad,Ghulam Muhammad Abad,"Govt. General Hospital, Gol Masjid Road Block A, Ghulam Muhammad Abad, Faisalabad",-,041-9330601
Arsalan Dental Clinic,Faisalabad,Ghulam Muhammad Abad,"Arsalan Dental Clinic, 378 E Block, Saddar Bazar,, Ghulam Muhammad Abad, Faisalabad",1,3216685228
Specialist Doctor Center,Faisalabad,Ghulam Muhammadabad,"Specialist Doctor Center, Subhan Plaza, Dogar Chowk, Ghulam Muhammadabad, Ghulam Muhammadabad, Faisalabad",1,3009654484
Executive Medical Complex Hospital,Faisalabad,Ghulamabad,"Executive Medical Complex Hospital, Ghulamabad, Ghulamabad, Faisalabad",1,3326731237
Kalsoom Ahmad Hospital,Faisalabad,Gojra Road,"Kalsoom Ahmad Hospital, Samundari, Gojra Road, Faisalabad",5,413422008
New Life Rehab Home For Addiction And Psychiatry Hospital,Faisalabad,Green Town,"New Life Rehab Home For Addiction And Psychiatry Hospital, Double Rd, Green Town, Faisalabad",2,3227940202
The Physio Specialist Hospital,Faisalabad,Green Town,"The Physio Specialist Hospital, P-152, Rapid Garden, Millat Rd, Green Town, Faisalabad",1,3094084010
Sabir Physiotherapy Clinic & Rehabilitation Center,Faisalabad,Green View Colony,"Sabir Physiotherapy Clinic & Rehabilitation Center, Rahmanabad, Green View Colony, Faisalabad",1,3086922600
Faisal Polyclinic,Faisalabad,Gulber Scheme 2,"Faisal Polyclinic, 10-A Scheme # 2, Opposite Haidri Masjid, Tariq Rd, Near Sb Store, Gulber Scheme #2, Faisalabad",-,3336694443
Hafiz Polyclinic,Faisalabad,Gulberg 2,"Hafiz Polyclinic, Opposite To Haleema Medicare Hospital Gulberg Road, Gulberg 2, Faisalabad",-,3324249614
The National Hospital,Faisalabad,Gulberg Rd Mohalla Guru Nanakpura Gulberg,"The National Hospital, Gulberg, Jinnah Colony, Gulberg Rd, Mohalla Guru Nanakpura, Gulberg, Faisalabad",-,03137121313 / 03217121313
Rabbani Clinic,Faisalabad,Gulfishan Colony,"Rabbani Clinic, Green Belt Road, Gulfishan Colony, Faisalabad",2,412655277
Aziz Fatima Hospital,Faisalabad,Gulistan Colony,"Aziz Fatima Hospital, Raja Road, Gulistan Colony No 1, Faisalabad, Gulistan Colony, Faisalabad",34,418780910
Siddiq Medical Complex Hospital,Faisalabad,Gulistan Colony,"Siddiq Medical Complex Hospital, 80-W, Raja Road, Gulistan Colony, Millat Chock, Ground Floor, Gulistan Colony, Faisalabad",3,418848024
Dia Scient Medical Complex Hospital,Faisalabad,Gulistan Colony,"Dia Scient Medical Complex Hospital, 35G Near Aziz Fatima Hospital Gulistan Colony #1, Gulistan Colony, Faisalabad",7,418862325
Tariq Orthopedic Trauma Center,Faisalabad,Gulistan Colony,"Tariq Orthopedic Trauma Center, Near Sacred Angel School, Aziz Fatima Road, Gulistan Colony, Faisalabad",3,3457782827
Lahore Eye Care Gulistan Colony Branch Hospital,Faisalabad,Gulistan Colony,"Lahore Eye Care Gulistan Colony Branch Hospital, 556/F Raja Rd Gulistan Colony,, Gulistan Colony, Faisalabad",-,3047619494
Sadiq Medical Hospital,Faisalabad,Gulistan Colony,"Sadiq Medical Hospital, Raja Road, Gulistan Colony, Faisalabad",1,30072533220
City Hearing Center,Faisalabad,Gulistan Colony,"City Hearing Center, Near Aziz Fatima Hospital Gulistan Colony, Gulistan Colony, Faisalabad",1,3030860897
Fatima Medicare Clinic,Faisalabad,Gulistan Colony,"Fatima Medicare Clinic, Opposite Care Pharmacy, Aziz Fatima Road, Gulistan Colony, Faisalabad",-,3062155355
Madawa Clinic,Faisalabad,Gulistan Colony,"Madawa Clinic, Millat Chowk, Gulistan Colony No. 2,, Gulistan Colony, Faisalabad",1,0333 7906611
Diabetes And Liver Clinic,Faisalabad,Gulistan Colony,"Diabetes And Liver Clinic, Ayun Complex, Gulistan Colony, H Block Near Aziz Fatima Hospital, Gulistan Colony, Faisalabad",1,3361633346
Chughtai Lab Gulishtan Colony Hospital,Faisalabad,Gulistan Colony,"Chughtai Lab Gulishtan Colony Hospital, Khayyam Hotel? Jail Road, Akbarabad Chowk Near? Akbarabad, Gulistan Colony, Faisalabad",1,3111456789
Inmotion Physiotherapy Rehab And Hijama Clinic,Faisalabad,Gulistan Colony,"Inmotion Physiotherapy Rehab And Hijama Clinic, Gourmet Bakery, 513-F Raja Rd, Near Aziz Fatima Hospital, Gulistan Colony, Faisalabad",-,3107436476
Mega Diagnostic Center,Faisalabad,Gulistan Colony,"Mega Diagnostic Center, Opposite Aziz Fatima Hospital, Gulistan Colony, Faisalabad",-,3007872679
Javed Medical Complex Hospital,Faisalabad,Gulistan Colony,"Javed Medical Complex Hospital, Aziz Fatima Road, Gulistan Colony, Faisalabad",-,3007872679
Mehmooda Begum Medical Complex Hospital,Faisalabad,Gulistan Colony,"Mehmooda Begum Medical Complex Hospital, .64 H Raja Road, Gulistan Colony, Faisalabad",-,3000900820
Sacred Hospital,Faisalabad,Gulistan Colony,"Sacred Hospital, 75/W Raja Rd, Gulistan Colony, Faisalabad",-,(042) 32591427
Anas Ahmad Clinic,Faisalabad,Gulistan Colony No 1,"Anas Ahmad Clinic, Capital Lab Raja Road, Gulistan Colony No 1, Faisalabad",-,3111222398
Sara Medicare Hospital,Faisalabad,Gulshan Colony,"Sara Medicare Hospital, Awan Chowk, Professor Ehsan Ul Haq Road, Gulshan Colony, Faisalabad",1,0332 6839118
Zubaida Shamim Medical Center,Faisalabad,Gulshan Colony,"Zubaida Shamim Medical Center, Milad Road, Gulshan Colony, Faisalabad",-,3006693835
Wellcare Polyclinic,Faisalabad,Gulshan Colony,"Wellcare Polyclinic, Raja Road Near Aziz Fatima Hospital, Gulshan Colony, Faisalabad",-,316708102
Daud Dental Clinic,Faisalabad,Gulshan E Rafiq Colony,"Daud Dental Clinic, 133-G Gulshan-E-Rafiq Colony Samundri Road, Gulshan E Rafiq Colony, Faisalabad",1,3111222398
Dentfix Dental Care & Implant Center,Faisalabad,Gulshan E Hayat,"Dentfix Dental Care & Implant Center, P2-35 Gulshan-E-Hayat,, Gulshan-E-Hayat, Faisalabad",-,3111222398
Maryam Medical Center Faisalabad,Faisalabad,Gulshan E Rafique Colony,"Maryam Medical Center Faisalabad, Redex Road, Gulshan-E-Rafique Colony, Faisalabad",1,3006684044
Chiniot General Hospital Jinnah Colony,Faisalabad,Gurunank Pura,"Chiniot General Hospital Jinnah Colony, 209 Jinnah Colony, Gurunank Pura, Faisalabad",4,(041) 2633978
Faisalabad International Hospital,Faisalabad,Gutwala,"Faisalabad International Hospital, 204, Gulshan-E-Iqbal, Gutwala, Gutwala, Faisalabad",4,(041) 8524601
Yasmeen Medicare Hospital,Faisalabad,Hareem Center,"Yasmeen Medicare Hospital, Hareem Center Jhumra Road Near Naaz Cinema, Hareem Center, Faisalabad",1,3126653843
Physio & Rehab Clinic,Faisalabad,Hassan Block,"Physio & Rehab Clinic, Street 9 , House 49 , Hassan Block , Khayaban Garden, Hassan Block, Faisalabad",-,3330272322
Dentistry 33 Hospital,Faisalabad,Ideal Town,"Dentistry 33 Hospital, Sargodha Road, Ideal Town, Faisalabad",-,042-32591432
Al Ehsaan Shaheed Free Dispensary Hospital,Faisalabad,Islam Nagar,"Al Ehsaan Shaheed Free Dispensary Hospital, Main Bazar Islamnagar Rd, Islam Nagar, Faisalabad",-,3006058458
Ayoub Clinic,Faisalabad,Islamia Park Near Hamid Kiryana Store Faisalabad,"Ayoub Clinic, P918, Street No.5, Islamia Park, Near Hamid Kiryana Store, Faisalabad, Islamia Park, Near Hamid Kiryana Store, Faisalabad, Faisalabad",-,3006058458
Nawaz Medicare Hospital,Faisalabad,Jail Road,"Nawaz Medicare Hospital, 62 Jail Road, Block C Model Town,, Jail Road, Faisalabad",1,412648881
Allied Hospital,Faisalabad,Jail Road,"Allied Hospital, Muslim Town, Jail Road, Faisalabad",9,(041) 9210082
Lahore Medical Complex (Jaranwala) Hospital,Faisalabad,Jaranwala,"Lahore Medical Complex (Jaranwala) Hospital, Opposite Tma Market, Jaranwala, Jaranwala, Faisalabad",1,3340096962
Al Hafeez Poly Clinic,Faisalabad,Jaranwala,"Al Hafeez Poly Clinic, : 8Cp9+589, Unnamed Road, Jaranwala, Jaranwala, Faisalabad",1,414311000
Zia Rehabilitation Center (Jaranwala),Faisalabad,Jaranwala,"Zia Rehabilitation Center (Jaranwala), Mehmood Clinic, Street # 2, Jaranwala, Faisalabad",-,3340096962
Derma Care Skin And Laser Clinic,Faisalabad,Jaranwala Rd,"Derma Care Skin And Laser Clinic, Near Nadra Executive Center Opposite Mr Wings Backside Kohinoor One Plaza, Jaranwala Rd, Faisalabad",1,3009657840
Abwa Hospital & Research Centre,Faisalabad,Jaranwala Rd,"Abwa Hospital & Research Centre, 1-Km Khurrianwala,, Jaranwala Rd, Faisalabad",2,0311 1112292
Chief Dental Care Hospital,Faisalabad,Jaranwala Rd,"Chief Dental Care Hospital, Shop # 32. Fazal Market, Adjacent To Care Ex Pharmacy, Main Jaranwala Road, Near Lower Canal, Jaranwala Rd, Faisalabad",1,3345467777
Kardar Specialist Hospital,Faisalabad,Jaranwala Road,"Kardar Specialist Hospital, 5Madina Town Extension, Near Koh E Noor Chouk, Jaranwala Road, Faisalabad",2,418737701
Shifa International Hospital,Faisalabad,Jaranwala Road,"Shifa International Hospital, Main Jaranwala Road, Jaranwala Road, Faisalabad",17,0418403659-60
Abwa Knowledge Village Hospital,Faisalabad,Jaranwala Road,"Abwa Knowledge Village Hospital, Khurianwala, Jaranwala Road, Faisalabad",-,412428513
The Psycho And Speech Solutions (The Pass Clinic),Faisalabad,Jaranwala Road,"The Psycho And Speech Solutions (The Pass Clinic), 17 - B, Fareed Town, Last Bus Stop, Jaranwala Road, Faisalabad",1,042-32591432
Khadija Hospital,Faisalabad,Jaranwala Road,"Khadija Hospital, Jaranwala Road, Jaranwala Road, Faisalabad",-,3452879679
Al Barkat Hospital,Faisalabad,Jhang Road,"Al Barkat Hospital, Shadab More Street Number 1 Jhang Road, Jhang Road, Faisalabad",1,3338984416
Dar Ul Shifa Doctors Medicare Hospital,Faisalabad,Jhang Road,"Dar Ul Shifa Doctors Medicare Hospital, Shadab Mor, Jhang Road, Faisalabad",1,3007609681
Al- Hani Clinic,Faisalabad,Jhang Road,"Al- Hani Clinic, Jhang Road, Jhang Road, Faisalabad",1,413222533
Ghufran Skin Clinic,Faisalabad,Jhang Road,"Ghufran Skin Clinic, Sheikh Colony, Jhang Road, Faisalabad",-,3227611321
Hafiz Ayub Dental Care Hospital,Faisalabad,Jhang Road,"Hafiz Ayub Dental Care Hospital, Main Commercial Market, Liaquat Town, Jhang Road, Faisalabad",1,0313 2648554
